book_id,isbn,authors,original_publication_year,original_title,average_rating,ratings_count,image_url
409,375508414,Fannie Flagg,1987,Fried Green Tomatoes at the Whistle Stop Cafe,4.26,207508,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
410,385474547,Chinua Achebe,1958,Things Fall Apart,3.61,199346,https://images.gr-assets.com/books/1352082529m/37781.jpg
411,385338694,Sophie Kinsella,2005,The Undomestic Goddess,3.82,200509,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
412,1881273156,Gary Chapman,1990,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,4.23,165675,https://images.gr-assets.com/books/1369401342m/567795.jpg
413,,Alexandre Dumas,1844,Les Trois Mousquetaires,4.06,195274,https://images.gr-assets.com/books/1320436982m/7190.jpg
414,1416589643,Chris Cleave,2008,The Other Hand,3.7,116784,https://images.gr-assets.com/books/1344401905m/6948436.jpg
415,031253275X,Alyson Noel,2009,Evermore,3.59,230031,https://images.gr-assets.com/books/1362336360m/3975774.jpg
416,590032496,"Roald Dahl, Quentin Blake",1983,The Witches,4.17,221431,https://images.gr-assets.com/books/1351707720m/6327.jpg
417,743298020,Diane Setterfield,2006,The Thirteenth Tale,3.95,213200,https://images.gr-assets.com/books/1346267826m/40440.jpg
418,1595142509,Richelle Mead,2010,Spirit Bound,4.37,224247,https://images.gr-assets.com/books/1291168967m/6479259.jpg
419,1595141987,Richelle Mead,2009,Blood Promise,4.35,231853,https://images.gr-assets.com/books/1442530605m/5996153.jpg
420,446676071,Nicholas Sparks,1998,Message in a Bottle,3.95,185116,https://images.gr-assets.com/books/1163789140m/3478.jpg
421,345521307,Paula McLain,2011,The Paris Wife,3.79,191850,https://images.gr-assets.com/books/1320545874m/8683812.jpg
422,545044251,J.K. Rowling,1998,Complete Harry Potter Boxed Set,4.74,190050,https://images.gr-assets.com/books/1392579059m/862041.jpg
423,62059963,Kiera Cass,2013,The Elite,4.02,234247,https://images.gr-assets.com/books/1391454595m/16248068.jpg
424,156001314,"Umberto Eco, William Weaver, Seán Barrett",1980,Il nome della rosa,4.11,200217,https://images.gr-assets.com/books/1415375471m/119073.jpg
425,1416914633,"Beatrice Sparks, Anonymous",1971,Go Ask Alice,3.77,196677,https://images.gr-assets.com/books/1327870536m/46799.jpg
426,802130208,"John Kennedy Toole, Walker Percy",1980,A Confederacy of Dunces,3.89,170776,https://images.gr-assets.com/books/1436747103m/310612.jpg
427,158049580X,Oscar Wilde,1895,The Importance of Being Earnest,4.17,210630,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
428,1423140605,Rick Riordan,2012,The Mark of Athena,4.47,277491,https://images.gr-assets.com/books/1464201354m/12127750.jpg
429,60855924,Terry Pratchett,1983,The Colour of Magic,3.97,190590,https://images.gr-assets.com/books/1407111017m/34497.jpg
430,1400079276,"Haruki Murakami, Philip Gabriel",2002,海辺のカフカ [Umibe no Kafuka],4.13,167593,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
431,525945563,Thomas Harris,1981,Red Dragon,4.01,194013,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
432,553803700,Isaac Asimov,1950,"I, Robot",4.17,198368,https://images.gr-assets.com/books/1388321463m/41804.jpg
433,451216954,J.R. Ward,2005,Dark Lover,4.21,227021,https://images.gr-assets.com/books/1429676285m/42899.jpg
434,1416989439,Becca Fitzpatrick,2010,Crescendo,4.07,226237,https://images.gr-assets.com/books/1362408146m/7791997.jpg
435,61726818,Lauren Oliver,2010,Before I Fall,3.92,220160,https://images.gr-assets.com/books/1361044695m/6482837.jpg
436,679457313,Arundhati Roy,1997,The God of Small Things,3.91,165378,https://images.gr-assets.com/books/1436217001m/9777.jpg
437,670024783,Sue Monk Kidd,2014,The Invention of Wings,4.23,168006,https://images.gr-assets.com/books/1386699861m/18079776.jpg
438,141043768,Liane Moriarty,2009,What Alice Forgot,4.05,165704,https://images.gr-assets.com/books/1377159022m/6469165.jpg
439,553380168,"Stephen Hawking, Cao Chi, Phạm Văn Thiều",1987,A Brief History of Time: From the Big Bang to Black Holes,4.12,165628,https://images.gr-assets.com/books/1333578746m/3869.jpg
440,525951652,Ken Follett,2010,Fall of Giants,4.26,168911,https://images.gr-assets.com/books/1470384630m/7315573.jpg
441,1439148503,Stephen King,2009,Under the Dome,3.89,183292,https://images.gr-assets.com/books/1268982908m/6320534.jpg
442,553380958,Neal Stephenson,1992,Snow Crash,4.02,175883,https://images.gr-assets.com/books/1477624625m/830.jpg
443,670061050,Sarah Dessen,2006,Just Listen,4.06,202180,https://images.gr-assets.com/books/1358270741m/51738.jpg
444,525467564,"A.A. Milne, Ernest H. Shepard",1926,Winnie-the-Pooh,4.34,207550,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
445,62060554,S.J. Watson,2011,Before I Go to Sleep,3.87,180896,https://images.gr-assets.com/books/1358353512m/9736930.jpg
446,1420925539,Arthur Conan Doyle,1887,A Study in Scarlet,4.15,201499,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
447,375826726,Christopher Paolini,2008,Brisingr,4.03,211645,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
448,310276993,Rick Warren,2002,The Purpose Driven Life: What on Earth am I Here For?,3.9,170491,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
449,312360282,"P.C. Cast, Kristin Cast",2007,Betrayed: a House of Night Novel,3.93,205340,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
450,451457811,Jim Butcher,2000,Storm Front,4.02,203053,https://images.gr-assets.com/books/1419456275m/47212.jpg
451,1593082649,"Jane Austen, Alfred MacAdam",1817,Northanger Abbey,3.8,205167,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
452,399162410,Rick Yancey,2013,The 5th Wave,4.1,260048,https://images.gr-assets.com/books/1359853842m/16101128.jpg
453,802142842,Charles Frazier,1997,Cold Mountain,3.83,185979,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
454,60245867,"Laura Joffe Numeroff, Felicia Bond",1985,If You Give a Mouse a Cookie,4.24,198083,https://images.gr-assets.com/books/1276046901m/767680.jpg
455,312323867,Emily Giffin,2005,Something Blue,3.92,172417,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
456,822210894,Tennessee Williams,1947,A Streetcar Named Desire,3.97,194493,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
457,751537284,Elizabeth Kostova,2005,The Historian,3.77,190473,https://images.gr-assets.com/books/1338298031m/10692.jpg
458,385353308,Emily St. John Mandel,2014,Station Eleven,4.02,160466,https://images.gr-assets.com/books/1451446835m/20170404.jpg
459,1476738017,"Fredrik Backman, Henning Koch",2012,En man som heter Ove,4.35,183777,https://images.gr-assets.com/books/1405259930m/18774964.jpg
460,1406321346,Cassandra Clare,2013,Clockwork Princess,4.59,162099,https://images.gr-assets.com/books/1436788488m/18335634.jpg
461,1416500189,Pearl S. Buck,1931,The Good Earth,3.97,182220,https://images.gr-assets.com/books/1312497600m/1078.jpg
462,140135154,John Berger,1972,Ways of Seeing,3.75,155658,https://images.gr-assets.com/books/1464018308m/2784.jpg
463,385335970,Diana Gabaldon,1992,Dragonfly in Amber,4.31,178110,https://images.gr-assets.com/books/1456114344m/5364.jpg
464,,Anonymous,1611,,4.43,159457,https://images.gr-assets.com/books/1313518530m/1923820.jpg
465,743495667,Jennifer Weiner,2002,In Her Shoes,3.78,167400,https://images.gr-assets.com/books/1435252471m/14758.jpg
466,345368584,"Chuck Dixon, J.R.R. Tolkien, David Wenzel, Sean Deming",1989,The Hobbit,4.48,155338,https://images.gr-assets.com/books/1374681632m/659469.jpg
467,1594489580,Junot Díaz,2007,The Brief Wondrous Life of Oscar Wao,3.89,160330,https://images.gr-assets.com/books/1391409748m/297673.jpg
468,61120065,Zora Neale Hurston,1937,Their Eyes Were Watching God,3.87,181106,https://images.gr-assets.com/books/1368072803m/37415.jpg
469,439321603,"Newt Scamander, J.K. Rowling, Albus Dumbledore",2001,Fantastic Beasts and Where to Find Them,3.95,185928,https://images.gr-assets.com/books/1303738520m/41899.jpg
470,316322407,"Malala Yousafzai, Christina Lamb",2012,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,4.06,214412,https://images.gr-assets.com/books/1375414895m/17851885.jpg
471,141439807,"Jane Austen, Kathryn Sutherland, Tony Tanner, Claire Lamont",1814,Mansfield Park,3.84,205064,https://images.gr-assets.com/books/1397063295m/45032.jpg
472,080701429X,Viktor E. Frankl,1946,…trotzdem Ja zum Leben sagen: Ein Psychologe erlebt das Konzentrationslager,4.33,171281,https://images.gr-assets.com/books/1467136625m/4069.jpg
473,670038601,Tana French,2007,In the Woods,3.74,188024,https://images.gr-assets.com/books/1348442606m/237209.jpg
474,618680004,Richard Dawkins,2006,The God Delusion,3.89,162740,https://images.gr-assets.com/books/1347220693m/14743.jpg
475,525422943,Gayle Forman,2011,Where She Went,4.06,193141,https://images.gr-assets.com/books/1347810457m/8492825.jpg
476,345915593,John Irving,1978,The World According to Garp,4.07,167106,https://images.gr-assets.com/books/1447234581m/7069.jpg
477,515141429,Lee Child,1997,Killing Floor,4.04,162972,https://images.gr-assets.com/books/1399313258m/78129.jpg
478,375757325,"Daniel Defoe, Gerald McCann, Virginia Woolf",1719,"The Life and Strange Surprising Adventures of Robinson Crusoe of York, Mariner",3.66,178188,https://images.gr-assets.com/books/1403180114m/2932.jpg
479,937832383,"Niccolò Machiavelli, Adolph Caso, Rufus Goodwin, Benjamin Martinez",1513,Il Principe,3.78,153128,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
480,440238153,Philip Pullman,2000,The Amber Spyglass,4.06,192315,https://images.gr-assets.com/books/1329189152m/18122.jpg
481,765346524,Terry Goodkind,1994,Wizard's First Rule,4.13,175771,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
482,1439153663,Kathleen Grissom,2010,The Kitchen House,4.18,168082,https://images.gr-assets.com/books/1463229128m/6837103.jpg
483,316769029,J.D. Salinger,1961,Franny and Zooey,3.98,152906,https://images.gr-assets.com/books/1355037988m/5113.jpg
484,385720920,Chuck Palahniuk,2001,Choke,3.69,154643,https://images.gr-assets.com/books/1403186013m/29059.jpg
485,374528373,"Fyodor Dostoyevsky, Richard Pevear, Larissa Volokhonsky",1880,Братья Карамазовы,4.3,155838,https://images.gr-assets.com/books/1427728126m/4934.jpg
486,375822747,Jeanne DuPrau,2003,The City of Ember,3.85,198809,https://images.gr-assets.com/books/1397931596m/307791.jpg
487,60541814,Michael Crichton,1969,The Andromeda Strain,3.87,173186,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
488,451933028,Stephen King,1996,The Green Mile,4.42,173950,https://images.gr-assets.com/books/1373903563m/11566.jpg
489,000100039X,Kahlil Gibran,1923,The Prophet,4.22,142641,https://images.gr-assets.com/books/1355046521m/2547.jpg
490,394541553,Art Spiegelman,1985,Maus: A Survivor's Tale : My Father Bleeds History,4.35,184007,https://images.gr-assets.com/books/1327884972m/15196.jpg
491,312379838,"P.C. Cast, Kristin Cast",2008,Untamed: A House of Night Novel,3.95,191743,https://images.gr-assets.com/books/1438037020m/2866718.jpg
492,812550757,Orson Scott Card,1986,Speaker for the Dead,4.04,164287,https://images.gr-assets.com/books/1295660894m/7967.jpg
493,684823780,C.S. Lewis,1952,Mere Christianity,4.31,184759,https://images.gr-assets.com/books/1468102872m/11138.jpg
494,1400031702,Donna Tartt,1992,The Secret History,4.07,168405,https://images.gr-assets.com/books/1451554846m/29044.jpg
495,375725784,Dave Eggers,2000,A Heartbreaking Work of Staggering Genius,3.68,145459,https://images.gr-assets.com/books/1327714834m/4953.jpg
496,553381679,Jean M. Auel,1980,The Clan of the Cave Bear,4.02,176062,https://images.gr-assets.com/books/1385331302m/1295.jpg
497,439228905,Anna Sewell,1877,Black Beauty,3.94,183255,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
498,192833987,"Leo Tolstoy, Henry Gifford, Aylmer Maude, Louise Maude",1869,Война и миръ,4.11,168037,https://images.gr-assets.com/books/1413215930m/656.jpg
499,679735771,Bret Easton Ellis,1991,American Psycho,3.81,166083,https://images.gr-assets.com/books/1436934349m/28676.jpg
500,613371658,Meg Cabot,2000,The Princess Diaries,3.76,193140,https://images.gr-assets.com/books/1355011082m/38980.jpg
